Project,commenttext,label,commenttype
apache-jmeter-2.10,"/*
     * Fix bug in JVMs that return true/false rather than True/False
     * from the type editor getAsText() method
     */",Defect,14
apache-jmeter-2.10,// Should this also fail the sample? // Can happen for incorrect XPath expression,Defect,14
apache-jmeter-2.10,// TODO - why does null property have a value?,Defect,14
apache-jmeter-2.10,//int contentLength = httpMethod.getResponseContentLength();Not visible ... //TODO size ouststream according to actual content length,Defect,14
apache-jmeter-2.10,"// This would be sensible, but does not work: // public int hashCode() // { // return propMap.hashCode(); // }",Defect,14
apache-jmeter-2.10,// FIXME Due to startEngine being commented engine will always be null //private StandardJMeterEngine engine;,Defect,14
apache-jmeter-2.10,// NOTE: these lines center the about dialog in the // current window. Some older Swing versions have // a bug in getLocationOnScreen() and they may not // make this behave properly.,Defect,14
apache-jmeter-2.10,// TODO - how can this be null?,Defect,14
apache-jmeter-2.10,// TODO display warning dialog as this can take some time,Defect,14
apache-jmeter-2.10,// TODO: may not work on all OSes?,Defect,14
apache-jmeter-2.10,"/*
     * TODO: error counting needs to be sorted out.
     *
     * At present the Statistical Sampler tracks errors separately
     * It would make sense to move the error count here, but this would
     * mean lots of changes.
     * It's also tricky maintaining the count - it can't just be incremented/decremented
     * when the success flag is set as this may be done multiple times.
     * The work-round for now is to do the work in the StatisticalSampleResult,
     * which overrides this method.
     * Note that some JMS samplers also create samples with > 1 sample count
     * Also the Transaction Controller probably needs to be changed to do
     * proper sample and error accounting.
     * The purpose of this work-round is to allow at least minimal support for
     * errors in remote statistical batch mode.
     *
     */",Defect,14
apache-jmeter-2.10,// TODO: doesn't putting this here mark the tree as // saved even though a failure may occur later?,Defect,14
apache-jmeter-2.10,"// TODO - fix so that this is only called once per test, instead of at every clone // Perhaps save previous filename, and only load if it has changed?",Defect,14
apache-jmeter-2.10,// Bug in above method,Defect,14
apache-jmeter-2.10,// TODO should we call test listeners? That might hang too ... //$NON-NLS-1$ // default is true,Defect,14
apache-jmeter-2.10,"// FIXME FACTOR WITH HTTPHC4Impl, HTTPHC3Impl // Just append all the parameter values, and use that as the post body",Defect,14
apache-jmeter-2.10,"/**
 * The SSLManager handles the KeyStore information for JMeter. Basically, it
 * handles all the logic for loading and initializing all the JSSE parameters
 * and selecting the alias to authenticate against if it is available.
 * SSLManager will try to automatically select the client certificate for you,
 * but if it can't make a decision, it will pop open a dialog asking you for
 * more information.
 *
 * TODO: does not actually prompt
 *
 */",Defect,14
apache-jmeter-2.10,"/*
     * URGENT: TODO - sort out equals and hashCode() - at present equal
     * instances can/will have different hashcodes - problem is, when a proper
     * hashcode is used, tests stop working, e.g. listener data disappears when
     * switching views... This presumably means that instances currently
     * regarded as equal, aren't really equal.
     *
     * @see java.lang.Object#hashCode()
     */",Defect,14
apache-jmeter-2.10,"/*
         * This means that a new page will be shown before rendering is complete,
         * however the correct location will be displayed.
         * Attempts to use a ""page"" PropertyChangeListener to detect when the page
         * has been loaded failed to work any better. 
         */",Defect,14
apache-jmeter-2.10,"// TODO - removes the nodes from the CheckDirty map - should it be done later, in case some can't be removed?",Defect,14
apache-jmeter-2.10,// TODO turn into parameter?,Design,14
apache-jmeter-2.10,// TODO: should this just call super()?,Design,14
apache-jmeter-2.10,// TODO improve this,Design,14
apache-jmeter-2.10,// TODO do contentType and/or dataEncoding belong in HTTPSampleResult instead?,Design,14
apache-jmeter-2.10,// TODO - needs more work ...,Design,14
apache-jmeter-2.10,// Maybe move to vector if MT problems occur,Design,14
apache-jmeter-2.10,// TODO: This method doesn't appear to be used.,Design,14
apache-jmeter-2.10,// TODO is this really necessary?,Design,14
apache-jmeter-2.10,// Programming error: bail out.,Design,14
apache-jmeter-2.10,// TODO should this throw an error?,Design,14
apache-jmeter-2.10,// Programming error: bail out.,Design,14
apache-jmeter-2.10,// houston we have a problem !!,Design,14
apache-jmeter-2.10,//TODO replace with proper Exception,Design,14
apache-jmeter-2.10,"// TODO - charset? // TODO this should really be request data, but there is none",Design,14
apache-jmeter-2.10,// in milli-seconds // TODO: properties?,Design,14
apache-jmeter-2.10,//TODO - move to JOrphanUtils?,Design,14
apache-jmeter-2.10,// N.B. Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class,Design,14
apache-jmeter-2.10,// Can be null (not sure why),Design,14
apache-jmeter-2.10,//TODO implement other non-text types,Design,14
apache-jmeter-2.10,// TODO this is not populated currently,Design,14
apache-jmeter-2.10,// N.B. Needs to implement Visualizer so that TestBeanGUI can find the correct GUI class // TODO - remove UnsharedComponent ? Probably does not make sense for a TestBean.,Design,14
apache-jmeter-2.10,// $NON-NLS-1$ // TODO - use a different format here?,Design,14
apache-jmeter-2.10,// NOTUSED: long[] longSample = getSamples(); // load each node,Design,14
apache-jmeter-2.10,"//This can lead to code smell, meh! Do we care",Design,14
apache-jmeter-2.10,// TODO is this ever used?,Design,14
apache-jmeter-2.10,// TODO is this the best way to do this?,Design,14
apache-jmeter-2.10,// Programming error: bail out.,Design,14
apache-jmeter-2.10,// Maybe move to vector if MT problems occur,Design,14
apache-jmeter-2.10,// All keys in messages.properties are lowercase (historical reasons?),Design,14
apache-jmeter-2.10,//NOT USED protected double[][] data = null;,Design,14
apache-jmeter-2.10,// Programming error: bail out.,Design,14
apache-jmeter-2.10,// Programming error: bail out.,Design,14
apache-jmeter-2.10,//TODO do this more efficiently,Design,14
apache-jmeter-2.10,// TODO - should this use setFirst() ?,Design,14
apache-jmeter-2.10,// Programming error: bail out.,Design,14
apache-jmeter-2.10,"/*
     *
     * A Dom tree panel for to display response as tree view author <a
     * href=""mailto:d.maung@mdl.com"">Dave Maung</a> 
     * TODO implement to find any nodes in the tree using TreePath.
     *
     */",Design,14
apache-jmeter-2.10,// TODO: Does this method need to be public? It isn't currently // called outside of this class.,Design,14
apache-jmeter-2.10,"/*
         * Does the system support UNC paths? If so, may need to fix them up
         * later
         */",Design,14
apache-jmeter-2.10,// Not used,Design,14
apache-jmeter-2.10,// TODO should this be indeterminate? // TODO should this be indeterminate? //$NON-NLS-1$ //$NON-NLS-1$,Design,14
apache-jmeter-2.10,// hack to skip processing,Design,14
apache-jmeter-2.10,// TODO should we allow null for non-primitive types?,Design,14
apache-jmeter-2.10,// TODO - not sure this is the best method,Design,14
apache-jmeter-2.10,// TODO - is this needed?,Design,14
apache-jmeter-2.10,// TODO - should we call start() and stop()?,Design,14
apache-jmeter-2.10,// Not used,Design,14
apache-jmeter-2.10,"// TODO: I believe the following code (to the end of the method) is // obsolete, // since NamePanel no longer seems to be the GUI for any component:",Design,14
apache-jmeter-2.10,// Method is broken anyway,Design,14
apache-jmeter-2.10,// TODO is this a sensible number? //$NON-NLS-1$,Design,14
apache-jmeter-2.10,// TODO work out how to search the XML pane,Design,14
apache-jmeter-2.10,// TODO is this sensible?,Design,14
apache-jmeter-2.10,"// Should we return fragment as text, rather than text of fragment?",Design,14
apache-jmeter-2.10,"/*
         * Not clear what can cause this ? conflicting versions perhaps
         */",Design,14
apache-jmeter-2.10,//TODO replace with proper Exception // return with an error,Design,14
apache-jmeter-2.10,//TODO: validate contentType for reasonable types?,Design,14
apache-jmeter-2.10,"/*
     * Mask values for TEST_TYPE TODO: remove either MATCH or CONTAINS - they
     * are mutually exckusive
     */",Design,14
apache-jmeter-2.10,// TODO ought to be a FileChooser ...,Design,14
apache-jmeter-2.10,// Allow JMeter to render frames (and relative images) // Must be done after setContentType [Why?],Design,14
apache-jmeter-2.10,// TODO - is this used? (apart from test code),Design,14
apache-jmeter-2.10,// TODO: should this be clearData()?,Design,14
apache-jmeter-2.10,"/**
     * Provide a description of this timer class.
     *
     * TODO: Is this ever used? I can't remember where. Remove if it isn't --
     * TODO: or obtain text from bean's displayName or shortDescription.
     *
     * @return the description of this timer class.
     */",Design,14
apache-jmeter-2.10,"/*
             * Provide dummy implementations to suppress download and display of
             * related resources: - FRAMEs - IMAGEs TODO create better dummy
             * displays TODO suppress LINK somehow
             */",Design,14
apache-jmeter-2.10,// TODO should this be JTLSAVER? Only seems to be called by MonitorHealthVisualzer,Design,14
apache-jmeter-2.10,// TODO: Make the running indicator its own class instead of a JButton,Design,14
apache-jmeter-2.10,"// If child of TransactionController is a ThroughputController and TPC does // not sample its children, then we will have this // TODO Should this be at warn level ?",Design,14
apache-jmeter-2.10,// $NON-NLS-1$ // so it agrees with above // TODO perhaps should share code with __time() function for this... // $NON-NLS-1$ $NON-NLS-2$ // $NON-NLS-1$ $NON-NLS-2$,Design,14
